Timestamp,SensorData,AvgValue,PotholeDetected
2023-03-17-18-44-44,235,264.5,0
2023-03-17-18-44-44,243,262.2,0
2023-03-17-18-44-44,266,261.2,0
2023-03-17-18-44-44,271,260.4,0
2023-03-17-18-44-45,252,258.8,0
2023-03-17-18-44-45,219,254.9,0
2023-03-17-18-44-45,219,250.6,0
2023-03-17-18-44-45,244,247.6,0
2023-03-17-18-44-45,257,245.9,0
2023-03-17-18-44-45,248,245.4,0
2023-03-17-18-44-45,231,245,0
2023-03-17-18-44-45,220,242.7,0
2023-03-17-18-44-45,229,239,0
2023-03-17-18-44-45,256,237.5,0
2023-03-17-18-44-45,258,238.1,0
2023-03-17-18-44-45,248,241,0
2023-03-17-18-44-45,237,242.8,0
2023-03-17-18-44-45,225,240.9,0
2023-03-17-18-44-45,228,238,0
2023-03-17-18-44-45,236,236.8,0
2023-03-17-18-44-45,229,236.6,0
2023-03-17-18-44-46,224,237,0
2023-03-17-18-44-46,215,235.6,0
2023-03-17-18-44-46,223,232.3,0
2023-03-17-18-44-46,228,229.3,0
2023-03-17-18-44-46,231,227.6,0
2023-03-17-18-44-46,219,225.8,0
2023-03-17-18-44-46,224,225.7,0
2023-03-17-18-44-46,263,229.2,0
2023-03-17-18-44-46,290,234.6,0
2023-03-17-18-44-46,313,243,0
2023-03-17-18-44-46,303,250.9,0
2023-03-17-18-44-46,281,257.5,0
2023-03-17-18-44-46,258,261,0
2023-03-17-18-44-46,257,263.9,0
2023-03-17-18-44-46,263,267.1,0
2023-03-17-18-44-46,255,270.7,0
2023-03-17-18-44-46,232,271.5,0
2023-03-17-18-44-46,210,266.2,0
2023-03-17-18-44-47,208,258,0
2023-03-17-18-44-47,237,250.4,0
2023-03-17-18-44-47,269,247,0
2023-03-17-18-44-47,276,246.5,0
2023-03-17-18-44-47,254,246.1,0
2023-03-17-18-44-47,230,243.4,0
2023-03-17-18-44-47,243,241.4,0
2023-03-17-18-44-47,255,241.4,0
2023-03-17-18-44-47,265,244.7,0
2023-03-17-18-44-47,265,250.2,0
2023-03-17-18-44-47,260,255.4,0
2023-03-17-18-44-47,294,261.1,0
2023-03-17-18-44-47,307,264.9,0
2023-03-17-18-44-47,315,268.8,0
2023-03-17-18-44-47,306,274,0
2023-03-17-18-44-47,303,281.3,0
2023-03-17-18-44-47,301,287.1,0
2023-03-17-18-44-48,301,291.7,0
2023-03-17-18-44-48,305,295.7,0
2023-03-17-18-44-48,268,296,0
2023-03-17-18-44-48,255,295.5,0
2023-03-17-18-44-48,258,291.9,0
2023-03-17-18-44-48,267,287.9,0
2023-03-17-18-44-48,271,283.5,0
2023-03-17-18-44-48,271,280,0
2023-03-17-18-44-48,263,276,0
2023-03-17-18-44-48,250,270.9,0
2023-03-17-18-44-48,259,266.7,0
2023-03-17-18-44-48,273,263.5,0
2023-03-17-18-44-48,276,264.3,0
2023-03-17-18-44-48,250,263.8,0
2023-03-17-18-44-48,245,262.5,0
2023-03-17-18-44-48,250,260.8,0
2023-03-17-18-44-49,250,258.7,0
2023-03-17-18-44-49,252,256.8,0
2023-03-17-18-44-49,247,255.2,0
2023-03-17-18-44-49,248,255,0
2023-03-17-18-44-49,247,253.8,0
2023-03-17-18-44-49,265,253,0
2023-03-17-18-44-49,273,252.7,0
2023-03-17-18-44-49,270,254.7,0
2023-03-17-18-44-49,270,257.2,0
2023-03-17-18-44-49,274,259.6,0
2023-03-17-18-44-49,273,261.9,0
2023-03-17-18-44-49,264,263.1,0
2023-03-17-18-44-49,267,265.1,0
2023-03-17-18-44-49,264,266.7,0
2023-03-17-18-44-49,276,269.6,0
2023-03-17-18-44-49,272,270.3,0
2023-03-17-18-44-49,265,269.5,0
2023-03-17-18-44-50,263,268.8,0
2023-03-17-18-44-50,270,268.8,0
2023-03-17-18-44-50,242,265.6,0
2023-03-17-18-44-50,200,258.3,0
2023-03-17-18-44-50,212,253.1,0
2023-03-17-18-44-50,203,246.7,0
2023-03-17-18-44-50,187,239,0
2023-03-17-18-44-50,189,230.3,0
2023-03-17-18-44-50,190,222.1,0
2023-03-17-18-44-50,155,211.1,0
2023-03-17-18-44-50,203,205.1,0
2023-03-17-18-44-50,238,201.9,0
2023-03-17-18-44-50,224,200.1,0
2023-03-17-18-44-50,202,200.3,0
2023-03-17-18-44-50,209,200,0
2023-03-17-18-44-50,219,201.6,0
2023-03-17-18-44-51,225,205.4,0
2023-03-17-18-44-51,239,210.4,0
2023-03-17-18-44-51,197,211.1,0
2023-03-17-18-44-51,181,213.7,0
2023-03-17-18-44-51,202,213.6,0
2023-03-17-18-44-51,212,211,0
2023-03-17-18-44-51,229,211.5,0
2023-03-17-18-44-51,222,213.5,0
2023-03-17-18-44-51,246,217.2,0
2023-03-17-18-44-51,254,220.7,0
2023-03-17-18-44-51,252,223.4,0
2023-03-17-18-44-51,249,224.4,0
2023-03-17-18-44-51,290,233.7,0
2023-03-17-18-44-51,332,248.8,0
2023-03-17-18-44-51,308,259.4,0
