1,314,314,0
2,315,314.5,0
3,315,314.667,0
4,316,315,0
5,316,315.2,0
6,315,315.167,0
7,315,315.143,0
8,314,315,0
9,315,315,0
10,314,314.9,0
11,313,314.8,0
12,311,314.4,0
13,310,313.9,0
14,311,313.4,0
15,311,312.9,0
16,312,312.6,0
17,312,312.3,0
18,312,312.1,0
19,313,311.9,0
20,315,312,0
21,316,312.3,0
22,315,312.7,0
23,314,313.1,0
24,313,313.3,0
25,312,313.4,0
26,313,313.5,0
27,313,313.6,0
28,313,313.7,0
29,314,313.8,0
30,316,313.9,0
31,317,314,0
32,317,314.2,0
33,316,314.4,0
34,315,314.6,0
35,314,314.8,0
36,313,314.8,0
37,313,314.8,0
38,313,314.8,0
39,314,314.8,0
40,315,314.7,0
41,316,314.6,0
42,316,314.5,0
43,316,314.5,0
44,313,314.3,0
45,311,314,0
46,309,313.6,0
47,307,313,0
48,304,312.1,0
49,302,310.9,0
50,299,309.3,0
51,296,307.3,0
52,295,305.2,0
53,295,303.1,0
54,294,301.2,0
55,294,299.5,0
56,296,298.2,0
57,302,297.7,0
58,308,298.1,0
59,315,299.4,0
60,318,301.3,0
61,312,302.9,0
62,304,303.8,0
63,294,303.7,0
64,287,303,0
65,274,301,0
66,261,297.5,0
67,252,292.5,0
68,251,286.8,0
69,255,280.8,0
70,260,275,0
71,264,270.2,0
72,263,266.1,0
73,263,263,0
74,265,260.8,0
75,269,260.3,0
76,269,261.1,0
77,274,263.3,0
78,283,266.5,0
79,287,269.7,0
80,279,271.6,0
81,264,271.6,0
82,217,267,0
83,175,258.2,0
84,149,246.6,0
85,147,234.4,0
86,157,223.2,0
87,167,212.5,0
88,179,202.1,0
89,187,192.1,0
90,222,186.4,0
91,268,186.8,0
92,290,194.1,0
93,278,204.4,0
94,230,212.5,0
95,161,213.9,0
96,106,208.8,0
97,76,208.8,0
98,95,208.8,0
99,99,208.8,0
100,117,208.8,0
101,121,208.8,0
102,137,208.8,0
103,173,208.8,0
104,204,208.8,1
105,235,208.8,0
106,214,208.8,0
107,188,208.8,0
108,144,208.8,0
109,126,208.8,0
110,105,208.8,0
111,94,208.8,0
112,98,208.8,0
113,84,208.8,0
114,84,208.8,0
115,88,208.8,0
116,114,208.8,0
117,129,208.8,0
118,143,208.8,0
119,150,208.8,0
120,153,207.4,0
121,163,205.8,0
122,158,202.9,0
123,145,195.2,0
124,132,181.6,0
125,129,165.5,0
126,127,150.4,0
127,130,140.4,0
128,122,136.5,0
129,113,137.2,0
130,119,133.8,0
131,135,131,0
132,132,128.4,0
133,120,125.9,0
134,125,125.2,0
135,135,125.8,0
136,147,127.8,0
137,152,130,0
138,155,133.3,0
139,152,137.2,0
140,157,141,0
141,163,143.8,0
142,171,147.7,0
143,170,152.7,0
144,158,156,0
145,166,159.1,0
146,190,163.4,0
147,206,168.8,0
148,200,173.3,0
149,203,178.4,0
150,194,182.1,0
151,182,184,0
152,186,185.5,0
153,178,186.3,0
154,133,183.8,0
155,101,177.3,0
156,102,168.5,0
157,118,159.7,0
158,127,152.4,0
159,138,145.9,0
160,157,142.2,0
161,159,139.9,0
162,162,137.5,0
163,174,137.1,0
164,196,143.4,0
165,198,153.1,0
166,164,159.3,0
167,149,162.4,0
168,139,163.6,0
169,159,165.7,0
170,186,168.6,0
171,196,172.3,0
172,190,175.1,0
173,176,175.3,0
174,204,176.1,0
175,223,178.6,0
176,237,185.9,0
177,222,193.2,0
178,214,200.7,0
179,198,204.6,0
180,184,204.4,0
181,197,204.5,0
182,224,207.9,0
183,225,212.8,0
184,212,213.6,0
185,200,211.3,0
186,206,208.2,0
187,232,209.2,0
188,236,211.4,0
189,214,213,0
190,161,210.7,0
191,163,207.3,0
192,163,201.2,0
193,158,194.5,0
194,220,195.3,0
195,252,200.5,0
196,250,204.9,0
197,249,206.6,0
198,247,207.7,0
199,199,206.2,0
200,153,205.4,0
201,174,206.5,0
202,133,203.5,0
203,114,199.1,0
204,152,192.3,0
205,179,185,0
206,174,177.4,0
207,177,170.2,0
208,239,169.4,0
209,262,175.7,0
210,241,184.5,0
211,209,188,0
212,189,193.6,0
213,197,201.9,0
214,232,209.9,0
215,253,217.3,0
216,228,222.7,0
217,211,226.1,0
218,214,223.6,0
219,233,220.7,0
220,233,219.9,0
221,227,221.7,0
222,257,228.5,0
223,298,238.6,0
224,305,245.9,0
225,293,249.9,0
226,310,258.1,0
227,330,270,0
228,345,283.1,0
229,346,294.4,0
230,349,306,0
231,362,319.5,0
232,386,332.4,0
233,422,344.8,0
234,434,357.7,0
235,423,370.7,0
236,403,380,0
237,393,386.3,0
238,403,392.1,0
239,436,401.1,0
240,462,412.4,0
241,451,421.3,0
242,427,425.4,0
243,425,425.7,0
244,452,427.5,0
245,480,433.2,0
246,473,440.2,0
247,439,444.8,0
248,418,446.3,0
249,432,445.9,0
250,464,446.1,0
251,475,448.5,0
252,463,452.1,0
253,456,455.2,0
254,455,455.5,0
255,466,454.1,0
256,485,455.3,0
257,494,460.8,0
258,492,468.2,0
259,504,475.4,0
260,522,481.2,0
261,532,486.9,0
262,537,494.3,0
263,541,502.8,0
264,548,512.1,0
265,560,521.5,0
266,575,530.5,0
267,582,539.3,0
268,580,548.1,0
269,579,555.6,0
270,596,563,0
271,619,571.7,0
272,635,581.5,0
273,638,591.2,0
274,632,599.6,0
275,631,606.7,0
276,645,613.7,0
277,661,621.6,0
278,665,630.1,0
279,661,638.3,0
280,652,643.9,0
281,644,646.4,0
282,643,647.2,0
283,643,647.7,0
284,636,648.1,0
285,629,647.9,0
286,630,646.4,0
287,633,643.6,0
288,630,640.1,0
289,621,636.1,0
290,616,632.5,0
291,620,630.1,0
