1,186,186,0
2,189,187.5,0
3,192,189,0
4,194,190.25,0
5,198,191.8,0
6,200,193.167,0
7,201,194.286,0
8,201,195.125,0
9,199,195.556,0
10,196,195.6,0
11,191,196.1,0
12,187,195.9,0
13,184,195.1,0
14,183,194,0
15,182,192.4,0
16,181,190.5,0
17,180,188.4,0
18,180,186.3,0
19,182,184.6,0
20,181,183.1,0
21,176,181.6,0
22,169,179.8,0
23,158,177.2,0
24,148,173.7,0
25,139,169.4,0
26,132,164.5,0
27,125,159,0
28,124,153.4,0
29,128,148,0
30,137,143.6,0
31,149,140.9,0
32,162,140.2,0
33,174,141.8,0
34,186,145.6,0
35,196,151.3,0
36,202,158.3,0
37,205,166.3,0
38,207,174.6,0
39,206,182.4,0
40,206,189.3,0
41,205,194.9,0
42,204,199.1,0
43,203,202,0
44,203,203.7,0
45,203,204.4,0
46,204,204.6,0
47,207,204.8,0
48,210,205.1,0
49,214,205.9,0
50,217,207,0
51,221,208.6,0
52,225,210.7,0
53,225,212.9,0
54,226,215.2,0
55,231,218,0
56,234,221,0
57,239,224.2,0
58,237,226.9,0
59,237,229.2,0
60,233,230.8,0
61,233,232,0
62,233,232.8,0
63,230,233.3,0
64,231,233.8,0
65,230,233.7,0
66,232,233.5,0
67,226,232.2,0
68,228,231.3,0
69,222,229.8,0
70,224,228.9,0
71,229,228.5,0
72,235,228.7,0
73,244,230.1,0
74,245,231.5,0
75,244,232.9,0
76,234,233.1,0
77,233,233.8,0
78,229,233.9,0
79,225,234.2,0
80,217,233.5,0
81,205,231.1,0
82,200,227.6,0
83,198,223,0
84,195,218,0
85,202,213.8,0
86,217,212.1,0
87,236,212.4,0
88,257,215.2,0
89,278,220.5,0
90,297,228.5,0
91,320,240,0
92,348,254.8,0
93,361,271.1,0
94,358,287.4,0
95,340,301.2,0
96,310,310.5,0
97,280,314.9,0
98,253,314.5,0
99,228,309.5,0
100,198,299.6,0
101,175,299.6,0
102,156,299.6,0
103,149,299.6,0
104,160,299.6,0
105,163,299.6,0
106,169,299.6,0
107,179,299.6,0
108,213,299.6,0
109,251,299.6,0
110,288,299.6,1
111,304,299.6,0
112,301,299.6,0
113,308,299.6,0
114,298,299.6,0
115,285,299.6,0
116,257,299.6,0
117,206,299.6,0
118,189,299.6,0
119,191,299.6,0
120,185,299.6,0
121,179,299.6,0
122,185,299.6,0
123,199,299.6,0
124,222,299.6,0
125,254,299.6,0
126,232,290.8,0
127,210,277,0
128,256,266.5,0
129,299,260.6,0
130,280,254.6,0
131,248,248.4,0
132,220,242.4,0
133,212,238.3,0
134,222,237.7,0
135,225,240.4,0
136,166,233.8,0
137,123,225.1,0
138,177,225.1,0
139,240,225.1,1
140,291,225.1,0
141,318,225.1,0
142,339,225.1,0
143,346,225.1,0
144,374,225.1,0
145,394,225.1,0
146,379,225.1,0
147,357,225.1,0
148,331,225.1,0
149,311,225.1,0
150,301,225.1,0
151,301,225.1,0
152,297,225.1,0
153,294,225.1,0
154,300,225.1,0
155,305,230,0
156,307,230.8,0
157,314,234.2,0
158,310,240.4,0
159,308,249.2,0
160,304,258.4,0
161,284,264.6,0
162,256,267.7,0
163,251,276.2,0
164,234,287.3,0
165,207,277.5,0
166,222,269,0
167,266,264.2,0
168,310,264.2,0
169,392,272.6,0
170,384,280.6,0
171,273,279.5,0
172,227,276.6,0
173,244,275.9,0
174,267,279.2,0
175,301,288.6,0
176,327,299.1,0
177,253,297.8,0
178,237,290.5,0
179,304,281.7,0
180,328,276.1,0
181,294,278.2,0
182,233,278.8,0
183,153,269.7,0
184,99,269.7,0
185,125,269.7,0
186,178,269.7,0
187,214,269.7,0
188,234,269.7,0
189,252,269.7,0
190,259,269.7,1
191,257,269.7,0
192,247,269.7,0
193,228,269.7,0
194,211,269.7,0
195,208,269.7,0
196,220,269.7,0
197,230,269.7,0
198,235,269.7,0
199,238,269.7,0
200,234,269.7,0
201,228,269.7,0
202,223,269.7,0
203,219,269.7,0
204,213,269.7,0
205,214,269.7,0
206,221,265.1,0
207,220,257,0
208,221,246.4,0
209,220,243.1,0
210,217,241.1,0
211,211,231.8,0
212,214,220.4,0
213,208,211.8,0
214,208,209.3,0
215,195,213.5,0
216,180,209.4,0
217,181,205.5,0
218,188,202.2,0
219,197,199.9,0
220,185,196.7,0
221,175,193.1,0
222,162,187.9,0
223,171,184.2,0
224,177,181.1,0
225,171,178.7,0
226,161,176.8,0
227,149,173.6,0
228,150,169.8,0
229,155,165.6,0
230,166,163.7,0
231,169,163.1,0
232,167,163.6,0
233,158,162.3,0
234,154,160,0
235,157,158.6,0
236,165,159,0
237,173,161.4,0
238,169,163.3,0
239,160,163.8,0
240,153,162.5,0
241,158,161.4,0
242,167,161.4,0
243,163,161.9,0
244,153,161.8,0
245,143,160.4,0
246,142,158.1,0
247,141,154.9,0
248,138,151.8,0
249,140,149.8,0
250,146,149.1,0
251,155,148.8,0
252,161,148.2,0
253,170,148.9,0
254,166,150.2,0
255,169,152.8,0
256,187,157.3,0
257,191,162.3,0
258,190,167.5,0
259,190,172.5,0
260,188,176.7,0
261,190,180.2,0
262,198,183.9,0
263,205,187.4,0
